Title,Review,Rating
Just wow!,"Samsung has done the Best things in F22
Blindly recommend this 👌 👏",5
Awesome,Best value for money phone In this price range,5
Fabulous!,"This is the second F22 In the consecutive month. I bought the first F22 for my father first and found that it is indeed a good phone and now i boughy it for my mother.

Awesome phone. Battery life is killer.",5
Brilliant,Mind blowing😘. Better for other Chinese Brand mobiles👌. Worth for money💵. Good display🏆. Well performance🥇. Battery backup awesome. 💪,5
Worth the money,Fantastic product,4
Worth every penny,Nice phone who only want samsung only.... No redmi vi vo oppo... Nice camera.... And very fast as it is using 90 Htz refresh rate.,5
Great product,Good product compare to MI,5
Waste of money!,Touch stopped working after 10 days.,1
Fabulous!,Satisfied,5
Excellent,Just go for it blindly.,5
Mind-blowing purchase,Like display resolution 👍,5
Nice,Super,3
Delightful,Super protect,4
Perfect product!,Very nice,5
Wonderful,"I got this mobile for 12750 with 6+128 Camera is good not bad, battery is excellent. But Samsung should improve Thier Colour and camera quality but overall budget phone under 14000 you can use for simple and daily uses average.",4
Super!,Excellent,5
Good choice,"I ordered this phone for my mom,I was considering the galaxy a22 but I bought this one instead.Trust me it's a much more better and value for money phone.I will not say that this is the best phone under 15k but I will say that this is the best samsung under 15k.It has a good camera,the display is off the charts,it has a really smooth experience.The Helio G80 feels a little bit under powered but it's a Samsung what to expect.If u r not a gamer if u want a good phone for daily purposes and if u...
READ MORE",4
Unsatisfactory,Battery draing issue,1
Mind-blowing purchase,Good product,5
Super!,Very Good Mobile in this price Nice Display Super amoled It's Fantastic Thnx flipkart,5
Absolute rubbish!,Ph not working now,1
Wonderful,"Best Value for money between 12 to 13K❤️❤️💥

*I have purchased this phone for official works only.*

PERFORMANCE after 7 days was Nice in 6GB and 128 GB Varient with Mediatek G80 processor. [4/5]
RAM MANAGEMENT is also Good [4.5/5]
CAMERA is decent. Video Quality is Average , Picture quality is decent ( DON'T BUY IT FOR PHOTOGRAPHY or VIDEOGRAPHY ). [3/5]
DISPLAY is Nice. Good Combination with HD+ & 90hrz & S.Amoled. (Its far better than IPS Displa...
READ MORE",4
Best in the market!,"Battery is good in this phone you will get 1 or 1.5 days Battery backup.. performance is good as per this price range, display is also good, camera is also good...
Overall best phone in this price range by Samsung..",5
Excellent,All great,5
Just wow!,Happy with Samsung galaxy F22...value for money but color should be improved for better look other all is ok..,5
Perfect product!,Nice mobile with this price range,5
Mind-blowing purchase,Awsome,5
Simply awesome,Super,5
Good,Nice phone.....i lve it,3
Awesome,Good,5
Just wow!,Samsung galaxy f22 mobile all accessories Good condition but camera quality is lower,5
Perfect product!,The product is 👌,5
Decent product,"Handy phone, quick response. Nice go for it in this range.",3
Good quality product,Nice,4
Really Nice,If you are samsung lover .Then this is best samsung smart phone under 15000.,4
Simply awesome,Samsung phone Awesome 👌,5
Nice product,Good performance,4
Excellent,Nice one..,5
Worthless,Charger not working,1
Wonderful,value for money,5
Nice product,Good,4
Good choice,Nice one by samsung,4
Must buy!,Okay 👍 👌,5
Just wow!,Nice 👍 product,5
Perfect product!,Nice phone,5
Really Nice,Great product.,4
Terrific purchase,Value for money,5
Slightly disappointed,Not good,2
Worth every penny,Great phone and great customer service of flipkart,5
Must buy!,Good,5
Very Good,"Phone is good, but video quality is very blurry, whatsapp videos or youtube videos, its not at all clear..Not aware if there is any setting for it.",4
Excellent,Very good product,5
Really Nice,Nice product by samsung,4
Just okay,It a okish phone,3
Great product,Good mobile Thanks for Samsung team,5
Mind-blowing purchase,"Nice phone in this price range
Of course not much more but u will get average results
For those who want memory and speed will love it
But other features like camera, display, battery,gaming etc. You cannot under estimate.
A full cycle of 100% battery will give u appx.2 days battery life.
Camera is avg. But give u satisfied results.
Processor also up to mark .
I fully recommend this phone to those who does not want to expend much more .
This phone will give u exact what u want",5
Delightful,I GIVE IT 4.5 POINT BECAUSE THE CHARGER WIRE IS SO SMALL & ALSO THICK. OTHERWISE PHONE IS BEST IN THIS PRICE,4
Wonderful,good,5
Good,Phone get heated,3
Decent product,Ok product,3
Highly recommended,Very nice,5
Bad quality,After Somedays my display not working 😕,2
Just wow!,Excellent mobile.,5
Terrific purchase,Osm phone,5
Simply awesome,Good product,5
Terrific,Nice product Thanks to flipkart,5
Just wow!,Super nice 👍,5
Really Nice,Awesome mobile...Last 1 month I'm using it's working very nicely.,4
Highly recommended,"Best bugdet value for money phone 🔥
6gm 128",5
Terrible product,Very bed poor quality display like rosted papad,1
Best in the market!,Good phone,5
Awesome,Nice products,5
Worth the money,Samsung display is always top notch and this mobile is cool and decent,4
Mind-blowing purchase,It is super smooth and handy also and it's performance and battery is excellent,5
Good quality product,Overall good,4
Value for money phone,"Good battery backup
Good looking display
Value for money",4
Wonderful,So nice,5
Must buy!,"I'm giving this review after 8months use.

Camera - camera quality is okay. 48mp primary is good. (4/5)

Display - Samsung doesn't compromise their display. Amolate display and it's good. (5/5)

Battery - Good battery life. It's runs 2-3 days comfortably for basic use and 1 day for gaming. (5/5)

Performance - Performance is ok. Don't expect a huge gaming performance from Samsung's lower mid range device. (4/5)

Value for money - At 12999 price it's very good. Not good for gaming. But fo...
READ MORE",5
Worth every penny,"Mind blowing purchase.. l bought it in December and now it is July...happy to say that I could not find any issue regarding this phone....samsung has done very good work about this phone. It's camera, battery, display superb..performance is very good..I get android 12 update ..and it runs very smoothly.. I suggest every one if your budget around 11-14 thousa then you definitely buy this handset.. no complain , no issue only satisfaction....Thank you my love it is because of you...",5
Wonderful,Good for senior citizens,5
Excellent,Very nice product,5
Mind-blowing purchase,"Best phone best camera ,battery fast charging at this budget guys order it n enjoy",5
Worth every penny,Good,5
Mind-blowing purchase,Good product.,5
Does the job,Not bad,3
Moderate,Mobile is very slow. Dont buy,2
Not good,It's not user-friendly,2
Great product,Very nice in this range,5
Awesome,Good,5
Really Nice,Good,4
Highly recommended,Nice,5
Worth every penny,Thank u.. Amazing product in this price,5
Terrific,Mind blowing,5
Terrific,Good use for rough n tough,5
Delightful,Overall good product by Samsung in this range,4
Wonderful,There is no finger print sensor.,5
Useless product,Get to know after few days the screen is curved while tried to fit tempered glass and also there is network issue in the phone,1
Classy product,Nice,5
Must buy!,Best app for online shopping,5
Very Good,It’s a good budget mobile. Works smooth for day to day use.,4
Fabulous!,Nice product,5
Does the job,weight is little high,3
Brilliant,Best product in budget...Go for it...u will never regret of it...,5
Good choice,Superb product,4
Pretty good,"Nice phone, low budget super 👌👍",4
Delightful,"This is a good phone in this price.
Better than no chines",4
Does the job,Overall performance is good but camera is not much better.,3
Fabulous!,Very god divese from samsung 🙏 🙌,5
Fair,"It could be better at this price,.. samsung needs to improve",3
Wonderful,Very nice,5
Value-for-money,BRAND & BUDGET MOBILE,4
Perfect product!,Overall Good,5
Horrible,Overheating Problem I JUST Buy Few Days Ago Bad Phone,1
Terrific purchase,Nice phone. Impressed,5
Value-for-money,Super looks good & super fast delivery,4
Excellent,Awesome product in such price,5
Pretty good,Superb,4
Nice product,Nice mobile value of price,4
Very Good,Camera Quality is fair but other side is good for use,4
Brilliant,Very good I'm happy,5
Wonderful,Ok,4
Worth the money,goood,4
Great product,Super product,5
Great product,Best,5
Pretty good,Good one,4
Super!,"The best smart phone in mid-range... Amazing performance , amazing photos, the battery is also large.. latest android os... and the fingerprint sensor is very fast.. unlocks in less than 1 sec... the colour is also pretty fine... overall it's worth it's price and must buy if budget is mid range... no ads like that in Chinese phones..",5
Fair,Product is nice but camera quality bad not average so we unhappy with camera quality....,3
Very Good,Nice mobile but weight,4
Good quality product,Nice phone,4
Must buy!,Rhe product is very good,5
Highly recommended,Very nice phone. Battery back up is awesome. Camera is good. Overall performance is excellent.,5
Could be way better,Overall it's good mobile but it's little heavy due to big battery backup,2
Value-for-money,Good phone,4
Awesome,Great camera and great phone,5
Excellent,Nice mobile in this price segment,5
Nice product,Very nice,4
Good choice,Front camera is very poor. Rear camera is fine. Battery is very good and performance is good.,4
Great product,Good phone,5
Terrific purchase,Amazing experience using this phone,5
Best in the market!,Good product,5
Bad quality,Network issues..Any sim in the slot will work only for few minutes after that callers gets out of coverage area..Despite network is shown in the mobile.,2
Great product,"Bought under 13k. After 5 days of use, performance is great. Battery is excellent. Front camera is not at par with other brands in same price. Overall, if you want a phone for calls and internet use, a samsung mobile under 15k with 6/128GB is great deal. Go for it.",5
Terrific,"Yes as given in pic,a very good phone",5
Great product,everything is superb and performance is next level... in this price range this mobile is best in under 15k range.,5
Wonderful,Simply the best,5
Pretty good,"All are good & value for money. But one problem is battery. If u on the location battery gone down fast. If u off the location settings, not playing games, battery backup will support two days.

Overall good",4
Super!,Very good quality phone Super Battery,5
Terrific,"As always samsung brand has established its authenticity in every sphere that is budget, features, confidence of Samsung, after sales service and other things. Highly recommended.",5
Highly recommended,"Amazing mobile under 15k..
But Slo_mo is Not Good but Performance i love that",5
Nice product,Excellent mobile. little bit heavy.,4
Just okay,Frequency is low,3
Really Nice,"Gifted to my mom and it is a good phone for average use. Bought it on sale and exchange so got a very good deal.
Everything is fine inducing battery, performance, looks ..except the screen resolution could have been better. But again, good for average use and mom loved it.",4
Good quality product,"Awesome mobile value for money bought realme 8 pro and Samsung f22 no doubt Samsung f22 is better than realme .

Just go for it best mobile with best display",4
Mind-blowing purchase,perfect okkk 😀😀😀,5
Good choice,Nice phone. Long battery life.,4
Useless product,Worst touch not working,1
Terrific,Good,5
Must buy!,"Good phone with good performance plus it's a budget friendly phone, Go for it.",5
Horrible,"Processor working poorly,heating issue",1
Excellent,Display and battery backup are outstanding.. camera is average.. overall good product at this price segment..,5
Simply awesome,I bought it on first day of sale begins..I have nothing to say..Watch the given star rating..Thank you flipcart.,5
Perfect product!,Best product in 13499 price,5
Expected a better product,Display and sounds are ok ok... Average phone.,2
Fair,I have received the device with in 24hours and phone is good option to buy.,3
Terrific purchase,"Heating issue while charging.
Otherwise,, nice to normal users.",5
Excellent,Super,5
Worth the money,Beter one for andriod lovers..reasonable price f22 over all gu👌,4
Terrible product,Touch not working,1
Just wow!,Good product,5
Fabulous!,Nice,5
Fabulous!,Superb device,5
Wonderful,"Over all mobile good I'm giving 4 /5
Because mobile charger very small one

Samsung please arrange some good chargers as well",4
Excellent,Superb,5
Worth every penny,Good product,5
Mind-blowing purchase,Very nice,5
Simply awesome,Good,5
Good quality product,Excellent budget phone.,4
Nice product,Best Value for money,4
Best in the market!,Good,5
Delightful,Good,4
Good quality product,Good one,4
Value-for-money,"The camera part is so good in this phone.Change the settings to 48mp ,and in landscape we can take awesome photography...Battery backup is verygood...Display ls awesome ...overall a wonderful package in this price point....",4
Delightful,Good,4
Worth every penny,Very good product,5
Pretty good,Nice mobile.,4
Simply awesome,Good phone in this budget.,5
Terrific,Super,5
Good,No god no bad,3
Terrific,I love this mobile.its very very good .camera quality is very nice,5
Simply awesome,The best... Good choice if your budget is under 15k.. U will get 20k mobile specification in this range.. F22 is the best choice to go.. Display is awsm..,5
Highly recommended,Good,5
Good,All ok,3
Low Budget - Low Performance,"Poor Camera Quality, I have to replace the phone due to this.
Thick and Bulky compared to other Galaxy devices.
Performance is Ok.",2
Worth the money,Speaker not good flipkart delivery was very faster.,4
Just wow!,Best phone in this segment,5
Must buy!,To good mobile phones in this range,5
Must buy!,Nice,5
Awesome,Good phone,5
Worth every penny,Best,5
Great product,Awesome very Gooood,5
Decent product,Okay type,3
Fabulous!,Very good,5
Moderate,Screen is not nice work,2
Super!,Super Phone,5
Good quality product,Cam is ok. Lovely performance of battery.,4
Highly recommended,Really super model,5
Horrible,Very bad display.,1
Value-for-money,Very good,4
Worth every penny,Good,5
Terrific purchase,Supar,5
Excellent,Good,5
Brilliant,VALUE FOR MONEY. ❤️👍,5
Really Nice,nice,4
Terrific purchase,"Good Amazing mobile handset , value for money & long-lasting battery backup",5
Super!,Nice,5
Brilliant,Awesome phone in the price range. Good build quality and performance. Being a teenager finding such phone with wide range of features in a low price is awesome. Loved the phone. Worth the money.,5
Worth every penny,Best,5
Classy product,"Bought this mobile after using my previous mobile for more than 3yrs. My primary use is for calls, msg, web browsing, social media and occasional games. I needed net connection all day. With this phone, I could get all my needs fulfilled. I use jio and bsnl. Both offer fast and uninterrupted connectivity. Browsing, download and upload speeds excellent. Call quality and loudness great. Speaker volume and clarity good. Connects seamlessly to my Bluetooth headset. Boot up and using apps are a ...
READ MORE",5
Terrific,Good,5
Good choice,Nice phone,4
Terrific,Phone is good in this price. Finger print sensor place is not good. It should be on cover for easy use.,5
Awesome,As expected samsung is best,5
Expected a better product,I expected more quality in camera.. but Its very poor... its only for cringe users,2
Best in the market!,Best in segment,5
Delightful,Ok,4
Good quality product,Iam happy,4
Pretty good,Good 👍,4
Highly recommended,Awesome experience... Display is superb and battery is dynamite 🧨.. Camera is little bit disappointing..... But overall experience is great ..,5
Bad quality,Facing OS Issues,2
Nice product,Best camera display phone under 12k,4
Awesome,Excellent choice,5
Worth every penny,Very Good,5
Value-for-money,Camera clarity very nice,4
Terrific purchase,Super,5
Must buy!,Nice,5
Delightful,Thanks for your support.,4
Great product,Good,5
Fabulous!,In my opinion the mobile is good one.,5
Worth the money,samsung my fav,4
Perfect product!,Love it,5
Just wow!,Worth the price.,5
Terrific,Super,5
Useless product,"It does not have wifi calling, handset also having heating problem.",1
Mind-blowing purchase,Nice Mobile as outlook and performance,5
Wonderful,Good,4
Perfect product!,Good,5
Terrific,Superb,5
Must buy!,Nice pic,5
Fair,Good phone,3
Just wow!,Best,5
Just wow!,After few days of usage nice to use this mobile,5
Terrific purchase,Osm,5
Good choice,Its good product,4
Awesome,Food quality 👌,5
Really Nice,Nice but hanged,4
Simply awesome,Excellent,5
Nice product,Good,4
Wonderful,Very good phone in price range,4
Absolute rubbish!,Not good,1
Value-for-money,Bad,4
Value-for-money,Good,4
Wonderful,"•Camera is Ok at this price point .
•Battery backup is awesome.
•Display is very nice at this price point.
•But this is a great regular use phone.
•Dont take it as a performance segment phone or for the purpose of gaming and stuffs. Its not ment for that . You will definitely be disappointed at some point if you expect high performance from this device.",4
Worth every penny,Good,5
Highly recommended,Just ok,5
Terrific,Nice phone,5
Delightful,Phone is good not impress.,4
Terrific,Superb product and awesome delivery❤❤,5
Best in the market!,"Good Purchase..

Please d
Go for the 6gb variant.",5
Decent product,"Review after 2 months of usage..!
Camera result is just ok..
Front camera is better than rear camera ..
U can't zoom in 48 p
Nokia 5.1 plus is better compare to Samsung f22
Battery is awesome...
Easy fast charging
Performance is good..
Display smooth and sensitive.
No Hanging problem..",3
Value-for-money,Nice,4
Worth the money,Camera not bad otherwise Good mobile i writecthis review after 10 days from mobile purchase and use,4
Very Good,Super performance and battery backup is fadu,4
Good choice,Good,4
Could be way better,Not interested,2
Awesome,Osm,5
Fabulous!,Apart from camera... loved it.,5
Waste of money!,Don't buy this mobile...,1
Just wow!,Awesome work,5
Value-for-money,Good,4
Simply awesome,Good,5
Value-for-money,"Amazing phone!! After using it for 4 months..
I conclude..
* camera quality is almost good..
* battery is superb.. you need not care for full 2 days.. once it's fully charged.
* storage and processor is also almost good( I didn't faced any problem)
* feel in hand is awesome..
* but in this price.. camera could be more better!!",4
Bad quality,Don't purchase display is very bad because of HD only,2
Just okay,Phone is hanging without much use within 4 months of purchase,3
Mind-blowing purchase,Good,5
Worth every penny,Good,5
Decent product,Battery back up is superb. If you are a moderate user the battery will give you 2 to 2.5 days back up. Charging time 2 hours (approx). Good sound quality with Dolby atom facility. Camera quality is not good not bad. Brightness of the screen is the weakest side of the phone.,3
Must buy!,Amazing mobi❤,5
Worth every penny,Very good product.. long lasting battery and fast browsing. Doesn't feel any lag.,5
Must buy!,Awesome phone for Awesome price and everything is perfect blended for the price,5
Awesome,The best phone in the price segment with great features. Performance is next level and even the camera is also great .,5
Terrible product,Screen goes blank & hanging issue comes frequently while using,1
Fabulous!,Very good,5
Best in the market!,"❤❤❤ This is the best till now❤❤❤
❤❤❤❤Read carefully❤❤❤❤❤❤
🔥❤️❤️👉🏻 DEFINITELY BUY IT, IT'S THE BEST,,, AND YOU WILL NOT DISAPPOINT, YOU WILL BE HIGHLY SATISFIED, LIKE ME❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
THIS IS MY 6 MONTH USED REVIEW.....
.
PROS:::
🌟It has the best camera under all the 20,000 phones..... it has TRUE 48MP that is really TRUE...
🌟It has the best battery, under 23,000... it gives 16 hours screen on time, after a full charge {{ 10...
READ MORE",5
Does the job,Good,3
Does the job,Not bad,3
Classy product,Hi super all,5
Wonderful,Good value for money,4
Wonderful,Nice phone,4
Unsatisfactory,Mobell warest phone hanging,1
Terrific,Good,5
Does the job,It's good for neutral one.,3
Nice product,Supet,4
Good,"Please used a screen guard else scratches easily on it. Internet speeds is average not good as others.
Rest are good and perfect. Battery backup is super.",3
Decent product,Good,3
Useless product,Adepter not working,1
Horrible,Network issue don t buy,1
Good quality product,Good,4
Nice,Good,3
Good choice,Good phone to have,4
Brilliant,Nice mobile,5
Classy product,This is one of the best samsung model in affordable range. Battery lasts for about 2 days if charged full. Flipkart delivered it in excellent packaging within 3 days.,5
Worth the money,Good one. Value for money,4
Fair,Good Battery Backup But Charger Is Not Enough,3
Very Good,Good,4
Nice product,the phone is very nice and received in good condition. I am happy.,4
Wonderful,Good 👍,5
Awesome,Worth buying it display quality is awsome,5
Best in the market!,It's far better then China made mobiles,5
Absolute rubbish!,No good,1
Fabulous!,Very good,5
Worth the money,"Pros
Good camera
Excellent battery will keep u going for regular task all day
Simple clean Ui
No bloatwares.
For regular task Great choice

Cons

Main problem TOUCH NOT ACCURATE while typing wrong input most of the time... very irritating 😒 this is problem I also observed in my galaxy A50 and A30 it was not there initially but this bug of not taking touch input correctly came after some update

Not that great gaming experience
Camera optimization could have been better
At this price se...
READ MORE",4
Brilliant,Nice all is okk,5
Pretty good,Camera's Superb Selfe and Back camera nice👍👍👍👌👌👌👌,4
Unsatisfactory,VEEY bad Front Camera,1
Really Nice,Good,4
Excellent,Good,5
Highly recommended,Good Mobile with this price range,5
Wonderful,Osm phone,4
Best in the market!,Good,5
Super!,"Nice mobile with reasonable price.
Battery, RAM and ROM is good",5
Simply awesome,"This is anblivable thing that me buy good product
Samsung galaxy F22 (Denim Blue , 128 GB)",5
Fabulous!,Very nice product,5
Perfect product!,This products is very good and well performance.,5
Best in the market!,Good,5
Wonderful,Overall good device.,4
Nice,Good,3
Highly recommended,Very valuable mobile 🙂,5
Classy product,Amazing battery life and features,5
Simply awesome,Worth to buy,5
Nice,Good phone,3
Highly recommended,"Overall nice product, loved it.",5
Fabulous!,Good phone,5
Very Good,Nothing to explain but This Phone is the best budget phone,4
Highly recommended,"Nice camera,battery super and charging excellent",5
Nice product,Very good product in this range,4
Best in the market!,Good phone,5
Very Good,Nice mobile and nice price to buy and very useful.need to suggest to buy this mobile and be happy always to buy this product,4
Value-for-money,Good product 👌,4
Must buy!,Nice I like it,5
Classy product,Very good quality phone☺️,5
Highly recommended,It's good..,5
Must buy!,Fantastic mobile,5
Excellent,100% Genuine product,5
Great product,Owsome 😍❤️,5
Really Nice,Suppr,4
Just okay,Ok,3
Wonderful,Good quality,5
Good quality product,Nice,4
Classy product,Best,5
Waste of money!,Hanging problem and phone is too slow dont buy,1
Good choice,Good,4
Good choice,Nice phone,4
Best in the market!,Fantastic,5
Good choice,Value for money...Great,4
Nice,Camera quality is not good.,3
Wonderful,Super,4
Excellent,Very good battery nd parfect tha price,5
Worst experience ever!,Phone speed slow,1
Awesome,Battery is excellent. Please provide fast charger.,5
Excellent,"It's good, if you are looking for AMOLED DISPLAY at this range. Battery backup is also good.",5
Worth every penny,Very good product I very like it,5
Simply awesome,It's Great from Samsung... Low Cost Best Features....,5
Good choice,Ok good one thanks to filpkart,4
Excellent,Best mobile,5
Best in the market!,Very nice,5
Worth every penny,Super,5
Must buy!,Good phon,5
Value-for-money,Good,4
Does the job,Does not support screen recording.,3
Nice,Good,3
Terrific purchase,Nice 👍👍👍👍,5
Very poor,In dual Sim one sim working,1
Good choice,Best phone in budget,4
Great product,Good phone I like it very much,5
Highly recommended,Best budjet phone.,5
Perfect product!,Super,5
Must buy!,Super,5
Terrific,Good one in this price,5
Worth every penny,Nice product,5
Nice,Nice product 😊,3
Brilliant,Looks good and excellent price,5
Classy product,"Nice product at this price. I love this phone.
Camera-10/10
Display-10/10
Processor-7/10
Battry-9/10",5
Worth every penny,Excellent,5
Worth every penny,Not bad,5
Nice,Battery backup is good but cam & processer is very slow i think it's theese problems can be resolved in next update !!!...,3
Utterly Disappointed,"Poor quality phone, camera very bad
Flipkart service............ B",1
Must buy!,Suber,5
Decent product,Okk,3
Wonderful,"Simply superb
But little weight
That's not issue it's very useful for my Comercial use",5
Delightful,Nice phone,4
Delightful,Good,4
Classy product,Good one...,5
Perfect product!,Value for money battery life is op camera also,5
Super!,GOOD PHONE,5
Classy product,Good product,5
Mind-blowing purchase,All is well,5
Don't waste your money,Var bad,1
Great product,Nice mobile.,5
Super!,Best product 🌟,5
Awesome,Phone is awesome,5
Super!,NICE PRODUCT AND BATTERY BACKUP ALSO.,5
Mind-blowing purchase,Love it,5
Mind-blowing purchase,Overall good,5
Just wow!,Nice Phone,5
Best in the market!,Good,5
Fair,camera quality not ok,3
Just wow!,Good product,5
Just wow!,Very Nice Product 👌 👍,5
Highly recommended,This mobile is totally value for money package from samsung,5
Awesome,Super awesome product & delivery also super fast totally I loved it🥰✌️,5
Super!,Super fast delivery. Avoid negative review. This mobile is best in this price segment. HD super amoled panel is nice at this price. Camera is awesome. This is third samsung mobile I have buy in my family. I really frustrated of using those Chinese mobiles. Other brands provide good hardware but worst software.,5
Terrible product,Just use one month and the device is hang nothing is working on the screen,1
Great product,Nice,5
Worth every penny,So sweet,5
Good choice,Don't think for any other Chinese mobile. Best phone in this price...,4
Terrific purchase,Good,5
Fabulous!,You can go for that,5
Must buy!,nice,5
Wonderful,Super 👌 Budget,5
Wonderful,Good,5
Value-for-money,Good product.👍,4
Terrific,It's an worthy product...... Go for it,5
Fabulous!,"Very nice device, I'm using from last 15 days, as of today no problem. Totally camera and battery life is too good. Most recommended device. I brought 2 device... both working fine. Value for money in this budget.",5
Highly recommended,Worth of money.🔥,5
Moderate,totally waste of money.. display is not AMOLED..camera quality is also very poor it is not 48 mega pixels.. first time disappointed by Samsung since last 15 years.. hope it will be my last Samsung mobile..,2
Really Nice,Super,4
Worth every penny,Super mobile,5
Classy product,Super quality product,5
Wonderful,Good,4
Terrific purchase,Nice phone,5
Mind-blowing purchase,Super,5
Utterly Disappointed,Not good at all,1
Terrible product,Facing network issue for jio sim,1
Decent product,Awesome mobile looking design also performance,3
Perfect product!,Always samsung rocks,5
Not recommended at all,Flipkart items (electronics product) are not good... don't purchase it.....,1
Pretty good,Good smartphone for normal use and best working till date I am happy,4
Classy product,Absolutely 👌 awesome. Samsung always Samsung,5
Highly recommended,"Most beautiful set...
Best performance...
Best values for price",5
Really Nice,Very good product,4
Value-for-money,Average camera quality.. battery is very good,4
Great product,"Good phone at this price range. I like this phone very much.
Battery capacity is good enough to hold charge for two days with normal usage and doesn't face any heating problem. I like some default apps which is very good to use.
Only problem I faced was sometimes screen turns on during a call, even when you hold the phone close to your face, but not often.
Overall I am satisfied and i will recommend, if you are looking for a decent phone for normal long term usage.",5
Just okay,Good mobile,3
Just okay,Good product,3
Brilliant,Verry good phone,5
Pretty good,"Very great phone in this price range .
Great battery
Decent processors
Decent camera
Great display",4
Super!,Good,5
Just wow!,"Nice product, very good...easy handling...",5
Terrific purchase,Nice,5
Pretty good,Good Mobile I satisfied this battery backup,4
Best in the market!,Once struck for 20 sec but otherwise excellent in all areas,5
Wonderful,the phone is just awesome ! obviously not a typical gaming phone but yeah g80 gives an average gaming experience for fun . also the screen is just excellent with the 90hz refresh rate . and came is also okok so yeah it is a great phone in this range,5
Terrific purchase,very nice,5
Value-for-money,Good,4
Value-for-money,Really very good mobile.camera is perfect,4
Terrific,Nice phone,5
Best in the market!,Nice phone,5
Horrible,Please don't buy am using this product but this product not good daily hanging,1
Wonderful,Good,4
Terrific purchase,"While seeing price point this phone is very suitable for day to day usage. Camera is good, battery is good easily last more than 1 day. Overall good phone .",5
Value-for-money,Super,4
Best in the market!,Good,5
Wonderful,Best phone for mobile battery up,5
Worth every penny,Best product,5
Worth the money,It's awesome and good,4
Classy product,Good,5
Brilliant,Amezing Android phone !,5
Wonderful,Good,4
Best in the market!,Very good performance,5
Unsatisfactory,Worst touch pad is not working,1
Classy product,Nyc phone,5
Terrific purchase,Good,5
Great product,"I was using Nokia 6.1 since 2017..when I compared Nokia mobiles,Samsung offering quality handsets and within the affordable price range..worth buying",5
Brilliant,Very good,5
Fabulous!,Good 👍 performance to all day,5
Perfect product!,Excellent ....,5
Really Nice,Nice,4
Brilliant,Good,5
Good,Ok but not upto the price,3
Just wow!,All is well,5
Not good,Lagging is the main issue of Samsung mobile not solved by their technical team.,2
Classy product,Very good & 100% performance,5
Must buy!,Good product,5
Mind-blowing purchase,Very nice phone,5
Just okay,Nice mobile 👍,3
Mind-blowing purchase,Super,5
Worth every penny,The battery is phone long time support me well done mobile value for money is great,5
Best in the market!,Nice,5
Brilliant,Very good,5
Moderate,"Navigation is not working properly eventime it's showing GPS searching and network is not coming good Everytime internet problem is there. And phone is slow working. 3 problems are facing in this device
And big problem is battery pickup is not good",2
Good quality product,Good priduct,4
Delightful,Nice phone,4
Does the job,It was good,3
Must buy!,Value for money,5
Value-for-money,Very good product I am happy,4
Worth every penny,Nice product,5
Classy product,Nice pic,5
Worth every penny,Nice phone value for money,5
Worth the money,Nice,4
Highly recommended,Superb .. samsung always best,5
Classy product,Good,5
Super!,Nice,5
Fabulous!,Nice phone,5
Delightful,BEST,4
